Seller_ID,Name,City,Locality,Latitude,Longitude,Product,Price_per_kg,Rating,Stock_quantity,Verified,Cluster,Email,Mobile
SELL1052,Ganesh Gaikwad,Chennai,T. Nagar,13.0418,80.2332,Onions,54.4,3.6,176,No,4,ganesh.gaikwad95@outlook.com,7428971380
SELL1053,Prakash Rane,Indore,Vijay Nagar,22.75,75.892,Ginger,47.88,3.6,377,Yes,0,prakash.rane24@yahoo.in,9597447787
SELL1054,Dinesh Patil,Nagpur,Dharampeth,21.1458,79.0882,Onions,14.26,2.9,178,Yes,0,dinesh.patil33@outlook.com,9433478955
SELL1055,Shivam Salunkhe,Bengaluru,Whitefield,12.9698,77.7499,Garlic,11.97,3.7,161,Yes,4,shivam.salunkhe80@outlook.com,8892049980
SELL1056,Anil Shinde,Hyderabad,Gachibowli,17.4448,78.3498,Ginger,30.98,3.8,269,Yes,0,anil.shinde50@gmail.com,8229916641
SELL1057,Nitin Naik,Shimla,Mall Road,31.1048,77.1734,Ginger,32.98,3.7,308,No,1,nitin.naik94@yahoo.in,8425985806
SELL1058,Ashok Sharma,Patna,Boring Road,25.6127,85.1582,Green Chillies,13.07,3.5,39,Yes,3,ashok.sharma84@outlook.com,7479375656
SELL1059,Sunil Kulkarni,Jaipur,Malviya Nagar,26.85,75.815,Onions,18.99,2.5,368,Yes,1,sunil.kulkarni64@outlook.com,9210514602
SELL1060,Ramesh Bhosale,Thiruvananthapuram,Kowdiar,8.5241,76.9366,Green Chillies,37.01,3.8,286,Yes,4,ramesh.bhosale50@yahoo.in,9824433405
SELL1061,Ajay Rathod,Delhi,Karol Bagh,28.6518,77.1905,Onions,16.92,4.0,221,Yes,1,ajay.rathod69@outlook.com,8656270913
SELL1062,Anil Rathod,Nagpur,Dharampeth,21.1458,79.0882,Potatoes,29.5,3.2,421,Yes,0,anil.rathod68@outlook.com,7923769495
SELL1063,Deepak Thakur,Ahmedabad,Navrangpura,23.0415,72.56,Ginger,24.2,4.3,244,No,2,deepak.thakur35@outlook.com,7611094071
SELL1064,Suresh Thakur,Nagpur,Dharampeth,21.1458,79.0882,Green Chillies,54.62,2.6,82,No,0,suresh.thakur62@gmail.com,9455491749
SELL1065,Ganesh Rathod,Kolkata,Salt Lake,22.5867,88.4173,Tomatoes,13.44,3.3,47,No,3,ganesh.rathod65@outlook.com,8284505604
SELL1066,Prakash Deshmukh,Patna,Boring Road,25.6127,85.1582,Potatoes,13.7,5.0,273,Yes,3,prakash.deshmukh77@yahoo.in,7883737150
SELL1067,Ravi Pawar,Indore,Vijay Nagar,22.75,75.892,Green Chillies,20.01,4.7,366,Yes,0,ravi.pawar55@yahoo.in,7743959041
SELL1068,Ganesh Joshi,Hyderabad,Gachibowli,17.4448,78.3498,Green Chillies,14.59,4.6,92,Yes,0,ganesh.joshi99@gmail.com,7166473253
SELL1069,Mahesh More,Ranchi,Lalpur,23.3619,85.338,Potatoes,42.77,3.8,149,Yes,3,mahesh.more67@outlook.com,9665912809
SELL1070,Prakash More,Shimla,Mall Road,31.1048,77.1734,Tomatoes,37.6,4.7,25,Yes,1,prakash.more64@yahoo.in,7705053614
SELL1071,Dinesh Naik,Patna,Boring Road,25.6127,85.1582,Garlic,52.45,2.7,49,No,3,dinesh.naik62@yahoo.in,9538434166
SELL1072,Rajesh Kulkarni,Pune,Shivaji Nagar,18.53,73.8526,Ginger,45.16,3.3,390,No,2,rajesh.kulkarni47@outlook.com,7282955157
SELL1073,Arvind Chavan,Chandigarh,Sector 17,30.741,76.7682,Onions,35.65,2.9,73,Yes,1,arvind.chavan50@outlook.com,8591757822
SELL1074,Mahesh Deshmukh,Surat,Adajan,21.1702,72.8311,Tomatoes,45.28,5.0,2,Yes,2,mahesh.deshmukh83@outlook.com,7624081571
SELL1075,Deepak Jadhav,Bhopal,TT Nagar,23.2333,77.4333,Green Chillies,23.06,4.3,424,No,0,deepak.jadhav88@outlook.com,7508114152
SELL1076,Mahesh Bhosale,Mumbai,Andheri,19.1197,72.8468,Onions,52.72,4.2,334,No,2,mahesh.bhosale39@gmail.com,8840385125
SELL1077,Vijay Patil,Lucknow,Hazratganj,26.8505,80.9467,Potatoes,23.66,4.0,7,No,1,vijay.patil21@yahoo.in,9740169769
SELL1078,Amit Kulkarni,Patna,Boring Road,25.6127,85.1582,Ginger,20.65,3.6,236,Yes,3,amit.kulkarni50@yahoo.in,8291626908
SELL1079,Dinesh Kamble,Nagpur,Dharampeth,21.1458,79.0882,Green Chillies,36.36,2.9,461,No,0,dinesh.kamble84@yahoo.in,8985058665
SELL1080,Deepak Salunkhe,Chandigarh,Sector 17,30.741,76.7682,Ginger,32.09,4.8,238,Yes,1,deepak.salunkhe75@gmail.com,9292859077
SELL1081,Ajay Chavan,Pune,Shivaji Nagar,18.53,73.8526,Green Chillies,31.54,2.9,287,No,2,ajay.chavan43@yahoo.in,9188553181
SELL1082,Mahesh Sharma,Mumbai,Andheri,19.1197,72.8468,Onions,51.46,3.5,398,Yes,2,mahesh.sharma61@outlook.com,8257183581
SELL1083,Ramesh Gaikwad,Jaipur,Malviya Nagar,26.85,75.815,Onions,25.22,3.3,409,Yes,1,ramesh.gaikwad41@yahoo.in,9688606019
SELL1084,Amit Kulkarni,Chandigarh,Sector 17,30.741,76.7682,Ginger,37.82,4.5,211,Yes,1,amit.kulkarni62@yahoo.in,7974846356
SELL1085,Rajesh More,Ranchi,Lalpur,23.3619,85.338,Potatoes,20.32,5.0,209,No,3,rajesh.more30@outlook.com,8538796328
SELL1086,Vijay More,Bengaluru,Whitefield,12.9698,77.7499,Potatoes,46.62,4.8,445,Yes,4,vijay.more54@yahoo.in,7722721165
SELL1087,Rajesh Rane,Surat,Adajan,21.1702,72.8311,Green Chillies,57.12,3.8,214,No,2,rajesh.rane16@gmail.com,7829773031
SELL1088,Anil Rane,Bengaluru,Whitefield,12.9698,77.7499,Green Chillies,22.97,2.8,372,Yes,4,anil.rane64@gmail.com,7610879480
SELL1089,Ramesh Kamble,Shimla,Mall Road,31.1048,77.1734,Potatoes,49.36,3.7,277,No,1,ramesh.kamble58@yahoo.in,7140664050
SELL1090,Prakash Jadhav,Shimla,Mall Road,31.1048,77.1734,Potatoes,50.97,2.7,137,No,1,prakash.jadhav49@yahoo.in,8860433421
SELL1091,Shivam Thakur,Kolkata,Salt Lake,22.5867,88.4173,Garlic,55.81,3.0,49,Yes,3,shivam.thakur14@gmail.com,9660766191
SELL1092,Shivam Yadav,Mumbai,Andheri,19.1197,72.8468,Onions,36.14,4.2,476,No,2,shivam.yadav61@outlook.com,7939336708
SELL1093,Mahesh Patil,Ranchi,Lalpur,23.3619,85.338,Onions,55.63,3.8,438,No,3,mahesh.patil74@yahoo.in,8150421833
SELL1094,Anil Gaikwad,Guwahati,Dispur,26.1445,91.7362,Potatoes,35.07,4.8,287,No,3,anil.gaikwad95@gmail.com,7359600690
SELL1095,Shivam Rathod,Chennai,T. Nagar,13.0418,80.2332,Potatoes,36.29,2.8,432,Yes,4,shivam.rathod65@yahoo.in,9202321059
SELL1096,Arvind Sharma,Lucknow,Hazratganj,26.8505,80.9467,Green Chillies,10.99,4.7,328,No,1,arvind.sharma72@yahoo.in,8663116950
SELL1097,Deepak Kamble,Chandigarh,Sector 17,30.741,76.7682,Ginger,15.99,4.5,359,No,1,deepak.kamble23@gmail.com,8832501148
SELL1098,Ravi Salunkhe,Nagpur,Dharampeth,21.1458,79.0882,Tomatoes,49.88,3.5,420,Yes,0,ravi.salunkhe36@gmail.com,9833022179
SELL1099,Vijay Sawant,Pune,Shivaji Nagar,18.53,73.8526,Green Chillies,27.72,4.3,374,No,2,vijay.sawant54@outlook.com,9312014893
SELL1100,Anil Patil,Patna,Boring Road,25.6127,85.1582,Onions,57.77,3.2,198,Yes,3,anil.patil74@outlook.com,9268154454
SELL1101,Ajay More,Indore,Vijay Nagar,22.75,75.892,Tomatoes,14.28,3.6,8,No,0,ajay.more57@yahoo.in,7576113194
SELL1102,Vijay Kulkarni,Nagpur,Dharampeth,21.1458,79.0882,Tomatoes,45.23,3.1,464,Yes,0,vijay.kulkarni86@gmail.com,7663803354
SELL1103,Vijay Pawar,Jaipur,Malviya Nagar,26.85,75.815,Garlic,48.27,4.8,390,No,1,vijay.pawar37@yahoo.in,7589119751
SELL1104,Sunil More,Surat,Adajan,21.1702,72.8311,Ginger,59.37,3.9,243,Yes,2,sunil.more94@yahoo.in,8935468949
SELL1105,Santosh Shinde,Ahmedabad,Navrangpura,23.0415,72.56,Garlic,31.36,3.6,112,No,2,santosh.shinde86@gmail.com,8197998965
SELL1106,Kiran Rane,Shimla,Mall Road,31.1048,77.1734,Onions,13.98,4.0,47,Yes,1,kiran.rane58@gmail.com,8226278239
SELL1107,Ajay Gaikwad,Ranchi,Lalpur,23.3619,85.338,Green Chillies,13.6,4.2,337,Yes,3,ajay.gaikwad91@gmail.com,9267948137
SELL1108,Sunil Yadav,Lucknow,Hazratganj,26.8505,80.9467,Tomatoes,56.55,2.6,65,Yes,1,sunil.yadav96@yahoo.in,9867754341
SELL1109,Amit Gaikwad,Bhopal,TT Nagar,23.2333,77.4333,Garlic,36.55,4.7,458,Yes,0,amit.gaikwad54@gmail.com,8263020373
SELL1110,Ajay Salunkhe,Chandigarh,Sector 17,30.741,76.7682,Green Chillies,16.64,3.8,346,No,1,ajay.salunkhe17@outlook.com,7440918267
SELL1111,Prakash Rane,Patna,Boring Road,25.6127,85.1582,Tomatoes,46.97,4.3,264,No,3,prakash.rane30@gmail.com,8794418122
SELL1112,Rajesh Shinde,Kolkata,Salt Lake,22.5867,88.4173,Garlic,45.37,3.3,483,No,3,rajesh.shinde44@gmail.com,9773047760
SELL1113,Amit Patil,Patna,Boring Road,25.6127,85.1582,Potatoes,56.25,4.3,79,No,3,amit.patil31@outlook.com,8690924431
SELL1114,Santosh Rathod,Indore,Vijay Nagar,22.75,75.892,Green Chillies,27.72,3.3,499,Yes,0,santosh.rathod89@yahoo.in,9554624730
SELL1115,Sunil Rane,Shimla,Mall Road,31.1048,77.1734,Ginger,58.84,4.2,84,No,1,sunil.rane63@outlook.com,7222891045
SELL1116,Deepak Shinde,Chennai,T. Nagar,13.0418,80.2332,Tomatoes,24.43,2.6,259,No,4,deepak.shinde16@yahoo.in,9452950395
SELL1117,Suresh Rane,Delhi,Karol Bagh,28.6518,77.1905,Garlic,34.12,4.0,176,No,1,suresh.rane60@outlook.com,8691700035
SELL1118,Suresh Jadhav,Shimla,Mall Road,31.1048,77.1734,Ginger,57.71,2.8,73,Yes,1,suresh.jadhav60@outlook.com,7503287325
SELL1119,Shivam Chavan,Shimla,Mall Road,31.1048,77.1734,Tomatoes,29.61,3.5,484,No,1,shivam.chavan51@outlook.com,8828370075
SELL1120,Kiran Gaikwad,Surat,Adajan,21.1702,72.8311,Ginger,30.91,4.7,71,Yes,2,kiran.gaikwad78@outlook.com,8820668119
SELL1121,Kiran Patil,Guwahati,Dispur,26.1445,91.7362,Green Chillies,44.25,3.8,335,No,3,kiran.patil93@yahoo.in,8419430004
SELL1122,Vijay Rane,Chennai,T. Nagar,13.0418,80.2332,Onions,29.02,3.0,134,Yes,4,vijay.rane30@yahoo.in,9407140365
SELL1123,Anil Kulkarni,Kolkata,Salt Lake,22.5867,88.4173,Garlic,46.65,4.7,132,Yes,3,anil.kulkarni68@outlook.com,9412320527
SELL1124,Ashok Bhosale,Shimla,Mall Road,31.1048,77.1734,Onions,14.0,3.1,255,No,1,ashok.bhosale74@gmail.com,9651610252
SELL1125,Suresh Thakur,Lucknow,Hazratganj,26.8505,80.9467,Potatoes,48.14,3.8,59,No,1,suresh.thakur45@gmail.com,9242603122
SELL1126,Ravi Deshmukh,Kolkata,Salt Lake,22.5867,88.4173,Green Chillies,39.52,4.8,335,Yes,3,ravi.deshmukh36@yahoo.in,9450625565
SELL1127,Ganesh Gaikwad,Jaipur,Malviya Nagar,26.85,75.815,Potatoes,18.71,2.7,140,Yes,1,ganesh.gaikwad99@gmail.com,8546229175
SELL1128,Dinesh More,Hyderabad,Gachibowli,17.4448,78.3498,Garlic,57.7,4.6,137,Yes,0,dinesh.more93@gmail.com,8876069853
SELL1129,Anil Kulkarni,Delhi,Karol Bagh,28.6518,77.1905,Tomatoes,29.89,4.9,419,No,1,anil.kulkarni44@outlook.com,7232332050
SELL1130,Vijay Naik,Mumbai,Andheri,19.1197,72.8468,Onions,45.37,3.3,178,Yes,2,vijay.naik96@outlook.com,8611998632
SELL1131,Amit Sharma,Mumbai,Andheri,19.1197,72.8468,Green Chillies,52.62,3.9,403,No,2,amit.sharma43@gmail.com,9959112057
SELL1132,Deepak Yadav,Pune,Shivaji Nagar,18.53,73.8526,Garlic,58.3,5.0,487,Yes,2,deepak.yadav97@yahoo.in,7642835758
SELL1133,Ajay Thakur,Delhi,Karol Bagh,28.6518,77.1905,Onions,26.74,5.0,199,No,1,ajay.thakur25@gmail.com,7818761688
SELL1134,Sunil More,Mumbai,Andheri,19.1197,72.8468,Potatoes,44.61,4.5,492,Yes,2,sunil.more51@outlook.com,9143351152
SELL1135,Dinesh Chavan,Indore,Vijay Nagar,22.75,75.892,Onions,58.11,3.5,198,No,0,dinesh.chavan74@yahoo.in,8209843868
SELL1136,Ramesh Sharma,Indore,Vijay Nagar,22.75,75.892,Garlic,41.33,4.5,285,Yes,0,ramesh.sharma68@yahoo.in,7538236593
SELL1137,Ramesh Bhosale,Thiruvananthapuram,Kowdiar,8.5241,76.9366,Tomatoes,17.12,3.9,107,Yes,4,ramesh.bhosale41@yahoo.in,7901390603
SELL1138,Ganesh Shinde,Ahmedabad,Navrangpura,23.0415,72.56,Garlic,15.68,2.6,177,Yes,2,ganesh.shinde42@outlook.com,7540900790
SELL1139,Amit Bhosale,Chandigarh,Sector 17,30.741,76.7682,Green Chillies,11.31,4.2,253,Yes,1,amit.bhosale36@yahoo.in,7101775194
SELL1140,Ajay Thakur,Ahmedabad,Navrangpura,23.0415,72.56,Green Chillies,53.15,3.6,490,No,2,ajay.thakur26@yahoo.in,9655886827
SELL1141,Suresh Chavan,Ranchi,Lalpur,23.3619,85.338,Green Chillies,25.85,4.0,286,Yes,3,suresh.chavan49@gmail.com,7165900161
SELL1142,Santosh Rane,Indore,Vijay Nagar,22.75,75.892,Green Chillies,32.56,3.5,123,Yes,0,santosh.rane35@yahoo.in,7676184395
SELL1143,Deepak Rathod,Kolkata,Salt Lake,22.5867,88.4173,Tomatoes,44.15,2.9,377,No,3,deepak.rathod22@yahoo.in,7283345964
SELL1144,Amit Deshmukh,Ranchi,Lalpur,23.3619,85.338,Onions,30.27,4.8,350,Yes,3,amit.deshmukh53@outlook.com,8862041548
SELL1145,Ashok Chavan,Nagpur,Dharampeth,21.1458,79.0882,Green Chillies,35.51,3.2,282,Yes,0,ashok.chavan78@gmail.com,7445785258
SELL1146,Ravi Jadhav,Mumbai,Andheri,19.1197,72.8468,Potatoes,39.21,2.7,351,No,2,ravi.jadhav63@gmail.com,7908483648
SELL1147,Mahesh Chavan,Chandigarh,Sector 17,30.741,76.7682,Ginger,23.09,4.7,245,Yes,1,mahesh.chavan32@gmail.com,8411054151
SELL1148,Prakash Jadhav,Kolkata,Salt Lake,22.5867,88.4173,Potatoes,41.77,4.5,237,Yes,3,prakash.jadhav28@yahoo.in,8606810568
SELL1149,Nitin Joshi,Thiruvananthapuram,Kowdiar,8.5241,76.9366,Ginger,19.09,4.1,283,No,4,nitin.joshi39@gmail.com,7434501541
SELL1150,Dinesh Rane,Chennai,T. Nagar,13.0418,80.2332,Ginger,53.59,3.1,358,No,4,dinesh.rane52@gmail.com,7537729071
SELL1151,Anil More,Ranchi,Lalpur,23.3619,85.338,Potatoes,30.33,4.8,412,Yes,3,anil.more88@yahoo.in,9832839732
SELL1152,Suresh Pawar,Ahmedabad,Navrangpura,23.0415,72.56,Green Chillies,51.01,4.1,272,Yes,2,suresh.pawar98@gmail.com,9860215969
SELL1153,Deepak Kulkarni,Lucknow,Hazratganj,26.8505,80.9467,Garlic,33.37,3.0,188,Yes,1,deepak.kulkarni33@yahoo.in,7571159215
SELL1154,Santosh Thakur,Delhi,Karol Bagh,28.6518,77.1905,Potatoes,44.45,2.9,441,No,1,santosh.thakur27@outlook.com,9124923639
SELL1155,Ramesh Thakur,Pune,Shivaji Nagar,18.53,73.8526,Garlic,40.87,4.2,379,Yes,2,ramesh.thakur48@gmail.com,7897503026
SELL1156,Ramesh Jadhav,Pune,Shivaji Nagar,18.53,73.8526,Garlic,25.74,4.6,155,Yes,2,ramesh.jadhav13@outlook.com,9278325568
SELL1157,Ganesh More,Guwahati,Dispur,26.1445,91.7362,Onions,34.96,3.0,397,Yes,3,ganesh.more43@outlook.com,8426821744
SELL1158,Ashok Sharma,Guwahati,Dispur,26.1445,91.7362,Potatoes,49.92,4.2,59,No,3,ashok.sharma14@yahoo.in,7981808361
SELL1159,Nitin Patil,Mumbai,Andheri,19.1197,72.8468,Green Chillies,37.75,3.4,83,No,2,nitin.patil12@outlook.com,8517107238
SELL1160,Prakash Joshi,Bengaluru,Whitefield,12.9698,77.7499,Tomatoes,30.1,4.9,14,No,4,prakash.joshi38@outlook.com,8198578161
SELL1161,Ashok More,Hyderabad,Gachibowli,17.4448,78.3498,Potatoes,15.05,3.6,351,No,0,ashok.more78@gmail.com,8508869025
SELL1162,Arvind Rane,Surat,Adajan,21.1702,72.8311,Onions,57.72,2.9,365,Yes,2,arvind.rane28@outlook.com,8421972003
SELL1163,Ajay Bhosale,Surat,Adajan,21.1702,72.8311,Green Chillies,24.07,2.6,319,Yes,2,ajay.bhosale94@outlook.com,7681391352
SELL1164,Ganesh Sharma,Guwahati,Dispur,26.1445,91.7362,Potatoes,20.74,4.9,490,Yes,3,ganesh.sharma67@gmail.com,7443701090
SELL1165,Dinesh Kamble,Thiruvananthapuram,Kowdiar,8.5241,76.9366,Garlic,31.84,4.2,465,Yes,4,dinesh.kamble67@yahoo.in,7192459638
SELL1166,Ganesh Thakur,Patna,Boring Road,25.6127,85.1582,Ginger,10.56,3.8,225,No,3,ganesh.thakur20@outlook.com,8877814596
SELL1167,Rajesh Patil,Thiruvananthapuram,Kowdiar,8.5241,76.9366,Ginger,46.41,2.8,173,No,4,rajesh.patil18@outlook.com,9682757410
SELL1168,Ajay Gaikwad,Kolkata,Salt Lake,22.5867,88.4173,Onions,59.59,4.5,216,No,3,ajay.gaikwad55@outlook.com,8359966758
SELL1169,Mahesh Jadhav,Patna,Boring Road,25.6127,85.1582,Tomatoes,49.79,4.1,218,Yes,3,mahesh.jadhav93@yahoo.in,9602057437
SELL1170,Suresh Patil,Pune,Shivaji Nagar,18.53,73.8526,Ginger,34.9,3.1,165,No,2,suresh.patil19@yahoo.in,9898557169
SELL1171,Suresh Thakur,Lucknow,Hazratganj,26.8505,80.9467,Ginger,15.15,3.3,342,No,1,suresh.thakur78@gmail.com,7847043378
SELL1172,Deepak Joshi,Patna,Boring Road,25.6127,85.1582,Onions,34.4,4.3,431,Yes,3,deepak.joshi73@gmail.com,9959323266
SELL1173,Ajay Patil,Indore,Vijay Nagar,22.75,75.892,Green Chillies,33.52,3.3,101,Yes,0,ajay.patil94@yahoo.in,7215241790
SELL1174,Sunil Sawant,Delhi,Karol Bagh,28.6518,77.1905,Potatoes,45.54,3.8,121,No,1,sunil.sawant70@outlook.com,8749408915
SELL1175,Vijay Shinde,Bengaluru,Whitefield,12.9698,77.7499,Ginger,56.15,3.9,369,Yes,4,vijay.shinde13@gmail.com,9728690768
SELL1176,Amit More,Chandigarh,Sector 17,30.741,76.7682,Garlic,23.51,2.9,116,No,1,amit.more15@outlook.com,7556920110
SELL1177,Prakash Thakur,Ranchi,Lalpur,23.3619,85.338,Green Chillies,38.55,3.7,340,No,3,prakash.thakur59@gmail.com,8776815306
SELL1178,Vijay Kamble,Hyderabad,Gachibowli,17.4448,78.3498,Potatoes,38.59,3.7,353,No,0,vijay.kamble28@yahoo.in,8172880636
SELL1179,Kiran Gaikwad,Chennai,T. Nagar,13.0418,80.2332,Green Chillies,20.76,3.4,9,Yes,4,kiran.gaikwad87@outlook.com,8987962850
SELL1180,Arvind Yadav,Surat,Adajan,21.1702,72.8311,Potatoes,29.13,2.5,239,No,2,arvind.yadav93@gmail.com,9259693129
SELL1181,Vijay Yadav,Jaipur,Malviya Nagar,26.85,75.815,Green Chillies,33.7,2.6,478,Yes,1,vijay.yadav82@outlook.com,9108127903
SELL1182,Anil More,Patna,Boring Road,25.6127,85.1582,Tomatoes,12.77,2.8,191,Yes,3,anil.more93@outlook.com,9246634778
SELL1183,Amit Sawant,Pune,Shivaji Nagar,18.53,73.8526,Onions,54.21,2.9,352,No,2,amit.sawant44@outlook.com,7940765827
SELL1184,Ajay Bhosale,Jaipur,Malviya Nagar,26.85,75.815,Garlic,58.03,2.6,184,No,1,ajay.bhosale23@outlook.com,9611509432
SELL1185,Vijay Jadhav,Jaipur,Malviya Nagar,26.85,75.815,Garlic,11.41,2.6,297,Yes,1,vijay.jadhav27@gmail.com,8769679335
SELL1186,Kiran Kulkarni,Jaipur,Malviya Nagar,26.85,75.815,Tomatoes,55.37,4.8,42,Yes,1,kiran.kulkarni59@outlook.com,9576600006
SELL1187,Vijay Jadhav,Lucknow,Hazratganj,26.8505,80.9467,Green Chillies,37.56,3.3,89,Yes,1,vijay.jadhav85@gmail.com,8756755961
SELL1188,Amit Kamble,Chennai,T. Nagar,13.0418,80.2332,Onions,37.92,2.7,100,No,4,amit.kamble82@yahoo.in,8903286075
SELL1189,Santosh Kulkarni,Patna,Boring Road,25.6127,85.1582,Onions,53.58,3.6,386,No,3,santosh.kulkarni54@gmail.com,7671567942
SELL1190,Anil Pawar,Bhopal,TT Nagar,23.2333,77.4333,Onions,13.15,2.9,465,Yes,0,anil.pawar57@gmail.com,8705418274
SELL1191,Deepak Bhosale,Chandigarh,Sector 17,30.741,76.7682,Garlic,18.25,3.2,489,No,1,deepak.bhosale20@yahoo.in,9491053053
SELL1192,Amit Patil,Hyderabad,Gachibowli,17.4448,78.3498,Tomatoes,10.57,4.2,394,No,0,amit.patil10@outlook.com,9700080697
SELL1193,Rajesh Bhosale,Ahmedabad,Navrangpura,23.0415,72.56,Onions,58.71,3.6,54,Yes,2,rajesh.bhosale18@yahoo.in,8179614708
SELL1194,Mahesh Bhosale,Bhopal,TT Nagar,23.2333,77.4333,Ginger,48.2,3.7,220,No,0,mahesh.bhosale38@outlook.com,8513639406
SELL1195,Dinesh Chavan,Indore,Vijay Nagar,22.75,75.892,Onions,36.71,4.4,476,Yes,0,dinesh.chavan94@outlook.com,8392916308
SELL1196,Dinesh Chavan,Chandigarh,Sector 17,30.741,76.7682,Tomatoes,48.81,3.8,239,No,1,dinesh.chavan11@outlook.com,7702770745
SELL1197,Santosh Sharma,Kolkata,Salt Lake,22.5867,88.4173,Garlic,29.94,3.7,244,No,3,santosh.sharma60@outlook.com,7264788503
SELL1198,Prakash Sharma,Thiruvananthapuram,Kowdiar,8.5241,76.9366,Green Chillies,27.81,3.4,369,No,4,prakash.sharma81@yahoo.in,9923664428
SELL1199,Ganesh Salunkhe,Ranchi,Lalpur,23.3619,85.338,Onions,47.62,3.1,479,Yes,3,ganesh.salunkhe94@gmail.com,9102378047
SELL1200,Ashok Kulkarni,Bhopal,TT Nagar,23.2333,77.4333,Onions,22.56,4.6,387,Yes,0,ashok.kulkarni27@outlook.com,7334809995
SELL1201,Mahesh Sharma,Nagpur,Dharampeth,21.1458,79.0882,Green Chillies,50.55,2.9,234,Yes,0,mahesh.sharma36@yahoo.in,9526992645
SELL1202,Santosh Bhosale,Chennai,T. Nagar,13.0418,80.2332,Onions,20.32,4.8,43,Yes,4,santosh.bhosale16@outlook.com,9723467408
SELL1203,Prakash Patil,Shimla,Mall Road,31.1048,77.1734,Ginger,31.72,4.0,71,No,1,prakash.patil32@yahoo.in,8224668533
SELL1204,Ravi Sawant,Guwahati,Dispur,26.1445,91.7362,Green Chillies,18.56,4.1,493,No,3,ravi.sawant95@gmail.com,8653936934
SELL1205,Santosh Salunkhe,Surat,Adajan,21.1702,72.8311,Garlic,10.36,3.7,22,Yes,2,santosh.salunkhe84@outlook.com,7438905598
SELL1206,Santosh Naik,Lucknow,Hazratganj,26.8505,80.9467,Garlic,19.1,4.6,233,Yes,1,santosh.naik61@gmail.com,8702505150
SELL1207,Kiran Rane,Hyderabad,Gachibowli,17.4448,78.3498,Tomatoes,21.94,3.1,179,No,0,kiran.rane97@gmail.com,9122506383
SELL1208,Kiran Rane,Chennai,T. Nagar,13.0418,80.2332,Tomatoes,47.8,4.7,51,Yes,4,kiran.rane10@yahoo.in,8525817302
SELL1209,Santosh Naik,Lucknow,Hazratganj,26.8505,80.9467,Garlic,56.44,3.0,234,Yes,1,santosh.naik51@yahoo.in,7494870226
SELL1210,Dinesh Sawant,Guwahati,Dispur,26.1445,91.7362,Ginger,51.51,4.1,83,Yes,3,dinesh.sawant70@outlook.com,9765367009
SELL1211,Vijay Gaikwad,Ranchi,Lalpur,23.3619,85.338,Onions,11.03,4.6,416,Yes,3,vijay.gaikwad22@gmail.com,7134210184
SELL1212,Nitin Gaikwad,Surat,Adajan,21.1702,72.8311,Tomatoes,15.92,3.2,61,No,2,nitin.gaikwad89@yahoo.in,9353941218
SELL1213,Ramesh Gaikwad,Bengaluru,Whitefield,12.9698,77.7499,Green Chillies,26.8,3.9,176,No,4,ramesh.gaikwad22@outlook.com,9521110333
SELL1214,Prakash Shinde,Thiruvananthapuram,Kowdiar,8.5241,76.9366,Garlic,51.15,4.0,267,No,4,prakash.shinde13@yahoo.in,8294786418
SELL1215,Rajesh Pawar,Patna,Boring Road,25.6127,85.1582,Green Chillies,31.79,2.8,6,Yes,3,rajesh.pawar26@yahoo.in,7282210405
SELL1216,Vijay Salunkhe,Surat,Adajan,21.1702,72.8311,Ginger,18.78,4.2,406,No,2,vijay.salunkhe22@outlook.com,8663964263
SELL1217,Ajay Sharma,Delhi,Karol Bagh,28.6518,77.1905,Garlic,33.95,4.7,469,No,1,ajay.sharma28@outlook.com,9503559689
SELL1218,Sunil Yadav,Chennai,T. Nagar,13.0418,80.2332,Onions,12.93,4.2,366,Yes,4,sunil.yadav79@gmail.com,8289739699
SELL1219,Shivam Chavan,Mumbai,Andheri,19.1197,72.8468,Tomatoes,20.71,3.8,380,No,2,shivam.chavan35@yahoo.in,7879137362
SELL1220,Deepak Jadhav,Ahmedabad,Navrangpura,23.0415,72.56,Ginger,47.07,4.8,441,No,2,deepak.jadhav75@yahoo.in,8348020646
SELL1221,Arvind Jadhav,Nagpur,Dharampeth,21.1458,79.0882,Tomatoes,13.25,3.3,181,Yes,0,arvind.jadhav58@yahoo.in,9166347672
SELL1222,Ramesh Sharma,Hyderabad,Gachibowli,17.4448,78.3498,Tomatoes,24.04,2.5,139,No,0,ramesh.sharma74@yahoo.in,7224499904
SELL1223,Deepak Naik,Chennai,T. Nagar,13.0418,80.2332,Tomatoes,20.6,4.0,433,Yes,4,deepak.naik16@gmail.com,7889163350
SELL1224,Amit Kamble,Patna,Boring Road,25.6127,85.1582,Ginger,30.91,3.3,26,No,3,amit.kamble29@yahoo.in,7922734713
SELL1225,Ravi Gaikwad,Bengaluru,Whitefield,12.9698,77.7499,Onions,38.91,4.2,440,No,4,ravi.gaikwad39@yahoo.in,9339227457
SELL1226,Anil Patil,Pune,Shivaji Nagar,18.53,73.8526,Tomatoes,10.62,3.4,129,Yes,2,anil.patil81@outlook.com,9588372672
SELL1227,Ravi Rathod,Bhopal,TT Nagar,23.2333,77.4333,Garlic,53.06,3.4,31,Yes,0,ravi.rathod95@gmail.com,8535931497
